"tx","wc","x","y"
1,15,22.957443237,23
1,16,34.145812988,16
0,0,182.89575195,4316
1,7,9.9375,21
1,15,68.625,9
1,18,16.020828247,192
0,0,107.14581299,303
0,0,36.936157227,8
1,4,7.1521720886,0
1,11,35.458312988,52
1,9,3.4791660309,1
1,27,148.20825195,64
1,9,54.297851563,61
0,0,7.8958320618,4
1,2,27.125,25
0,0,286.625,183
0,0,28.083328247,1
0,0,71.333312988,7
0,0,56.333312988,278
1,13,117.8125,0
0,0,86.395812988,175
1,11,15.541664124,0
1,50,134.85412598,180
1,17,25.8125,1
0,0,25,2
0,0,11.458328247,1
1,7,60.3125,0
0,0,343.9375,11
1,17,65.458312988,147
1,29,1.8125,2
0,0,3.8958320618,2
0,0,73.104125977,7
0,0,53.5625,90
1,41,20,1
0,0,55.170196533,0
0,0,56.979156494,175
0,0,0.2708332539,1
0,0,17.125,22
0,0,105.6595459,502
0,0,54.5625,383
1,21,23.208328247,6
0,0,54.319122314,0
1,9,18.520828247,0
1,10,12.916664124,4
1,14,14.238090515,0
1,29,34.520812988,6
1,39,124.83331299,4
1,8,42.854156494,10
0,0,140.5,154
0,0,6.4222221375,1
0,0,0.8799996376,0
0,0,17.08694458,0
0,0,29.645828247,1
0,0,60.063812256,56
0,0,9.2291641235,76
0,0,142.16662598,4
1,11,61.166656494,25
1,30,68.270812988,79
0,0,147.29162598,82
0,0,38.638275146,12
1,31,27.520828247,1
0,0,76.395812988,23
1,22,178.3125,10
1,2,17.5625,4
0,0,67.854125977,4
1,38,121.16662598,488
0,0,6.6041641235,2
0,0,2.047618866,0
0,0,34.5625,36
0,0,66.1875,20
0,0,36.166656494,3
0,0,28.229156494,49
0,0,95.020812988,163
0,0,4.0833320618,1
0,0,23.125,12
1,17,114.3125,236
1,42,50.708312988,43
0,0,75.416625977,91
0,0,25.595733643,150
1,3,1.510638237,0
0,0,20.739120483,2
1,25,156.54162598,657
1,4,4.4130401611,1
1,11,64.895812988,25
0,0,12.479164124,4
1,21,26.3125,0
0,0,0.847826004,0
1,12,13.446807861,3
1,22,40.770812988,111
0,0,1.3421049118,0
1,17,31.770828247,18
1,36,40.617004395,0
1,9,54.208312988,2
0,0,4.4705848694,0
0,0,90.1875,4
0,0,45.765930176,0
0,0,37.680847168,9
0,0,40.711090088,0
1,42,64.666625977,20
0,0,32.583312988,0
0,0,12.680847168,75
0,0,5.8333320618,33
0,0,0.1521738768,0
0,0,94.6875,232
1,10,42.617004395,0
0,0,29.319137573,6
1,20,55.75,61
1,51,12.333328247,9
1,13,146.45825195,1
0,0,14.521736145,70
1,10,134.36169434,87
1,2,3.4166660309,4
0,0,97.148925781,319
0,0,100.58331299,11
0,0,17.395828247,0
1,20,48.375,4
1,21,45.914886475,18
0,0,4.5777740479,0
0,0,21.391296387,0
0,0,167.97912598,28
1,7,73.354125977,6
0,0,198.39526367,0
0,0,97,0
0,0,7.0638275146,1
0,0,54.583312988,7
1,11,81.166625977,0
1,8,23.866653442,0
0,0,9.5625,0
0,0,12.891304016,11
0,0,47.6875,6
1,47,187.04162598,0
0,0,0.8888888359,0
0,0,3.063829422,0
0,0,28.9375,9
0,0,22.208328247,3
0,0,37.708312988,1
1,85,141.39575195,188
0,0,177.875,959
0,0,11.604164124,6
0,0,246.5,393
0,0,13.833328247,612
0,0,22.979156494,16
1,12,52.020812988,0
1,3,96.666625977,55
1,52,16.520828247,27
1,26,49.520812988,87
1,9,13.166664124,0
1,41,73.395812988,0
0,0,160.125,307
1,18,39.145812988,43
0,0,39.291656494,0
1,8,10.854164124,188
0,0,72.479125977,428
0,0,8.3541641235,19
1,27,12.208328247,6
1,8,37.645812988,1
1,14,128.29162598,149
1,33,21.6875,18
1,16,20.148925781,1
0,0,55.479156494,69
0,0,74.791625977,18
1,20,229.45825195,41
0,0,12.468078613,2
0,0,23.9375,66
0,0,33.791656494,3
0,0,1.173913002,0
0,0,213.25,157
0,0,41.291656494,2
0,0,6.6875,3
1,5,8.9583282471,18
1,23,30.541656494,52
0,0,99.708312988,250
0,0,32.708312988,9
1,13,39.458312988,11
1,21,254.97912598,22
0,0,52.729156494,43
1,21,28.808502197,28
1,2,28.791656494,139
0,0,43.979156494,71
1,16,26.5,64
1,32,89.395812988,13
0,0,164.20825195,211
0,0,52.936157227,16
1,40,40.75,23
1,14,322.87231445,0
1,32,16.041656494,0
0,0,4.4893608093,1
1,9,6.6041641235,35
0,0,71.166625977,270
1,17,5.085105896,40
1,4,1.7209300995,0
1,6,16.787231445,2
1,13,33.041656494,40
1,2,2.4166660309,12
1,14,35.958312988,58
1,28,171.46801758,5
1,11,49.25,0
1,13,41.916656494,0
0,0,219.13037109,0
0,0,119.5625,55
0,0,90.25,0
0,0,106,264
1,8,1.1842098236,0
1,8,4.7826080322,0
0,0,62.4375,0
1,18,148.27075195,123
0,0,0.5957446098,0
1,5,43.5625,14
0,0,63.4375,7
0,0,32.75,0
0,0,24.5,3
0,0,1.0930223465,0
0,0,29.511108398,2
1,54,103.3125,16
1,38,92.25,91
0,0,42.541656494,9
0,0,7.170211792,0
0,0,1,2
1,4,10.270828247,11
0,0,100.45831299,55
0,0,38.8125,1
1,4,88.6875,139
0,0,23.229156494,5
0,0,54.354156494,4
1,25,78.8125,104
0,0,97.893615723,0
0,0,1.4680843353,58
0,0,85.875,33
0,0,30.583328247,0
0,0,82.479125977,13
1,33,1.8444442749,0
0,0,25.75,13
0,0,108.66662598,404
0,0,7.0416641235,12
0,0,39.395812988,13
1,10,39.958312988,0
0,0,203.58325195,602
1,7,21.311096191,0
1,13,6.8478240967,0
0,0,13.195648193,3
0,0,21.416656494,17
1,5,28.770828247,94
0,0,23.75,3
0,0,9.9583282471,4
1,10,4.255317688,0
0,0,2.4166660309,3
0,0,17.854156494,10
0,0,32.0625,35
1,14,10.3125,17
0,0,52.291656494,21
0,0,45.391296387,12
1,30,91.3125,0
0,0,17.520828247,3
0,0,11.152168274,1
1,19,46.9375,54
0,0,49.875,53
0,0,63.5625,12
1,5,51.0625,205
0,0,31.340423584,1
0,0,23.083328247,0
1,17,27.5,19
1,21,24.926818848,7
0,0,96.604125977,2
0,0,1.6363630295,0
0,0,88.041625977,0
0,0,29.604156494,226
0,0,187.5625,3
0,0,22.229156494,24
0,0,13.604164124,0
0,0,74.4375,1
1,22,29.291656494,98
0,0,35.791656494,4
0,0,169.17016602,41
1,52,2.9791660309,1
0,0,4.6041641235,19
1,5,39.166656494,0
1,3,21.6875,1
0,0,135.79162598,429
0,0,31.104156494,729
1,153,8.9375,23
0,0,142.25,7
0,0,49.791656494,9
0,0,121.875,3
0,0,128.29162598,18
1,21,56.229156494,13
0,0,34.571411133,0
0,0,93.520812988,4
1,15,10.617019653,0
1,44,25.395828247,1
0,0,44.659545898,12
0,0,4.510635376,0
0,0,22.541656494,0
1,48,60.625,29
1,23,23.041656494,30
0,0,28.041656494,1
1,25,11.255317688,10
0,0,29.729156494,0
0,0,106.45831299,78
1,37,45.956512451,1
0,0,7.42552948,1
1,32,2,0
0,0,4.2888870239,5
1,8,18,9
1,20,6.7916641235,241
0,0,45.695648193,15
1,32,48.354156494,194
0,0,30.416656494,1
0,0,103.47912598,0
0,0,53.083312988,0
0,0,17.916656494,1
0,0,135.89575195,78
1,14,48.645812988,52
0,0,52.166656494,292
1,20,50.8125,0
1,52,28.173904419,13
0,0,42.958312988,191
0,0,70.520812988,11
1,18,29.083328247,8
0,0,50.125,43
0,0,144.04162598,4
1,14,202.70825195,134
0,0,140.20825195,0
1,10,28.958328247,101
1,19,70.9375,79
1,21,45.936157227,5
0,0,23.208328247,0
1,22,79.125,62
1,16,2.625,32
0,0,24.729156494,3
0,0,30.125,105
0,0,75.875,4
0,0,30.708328247,139
1,26,80.468078613,33
1,13,8.1875,41
0,0,10.270828247,0
1,27,131.27075195,393
0,0,2.1333332062,8
1,12,6.0208320618,53
1,16,165.29162598,190
0,0,12.854164124,0
0,0,9.1739120483,54
0,0,56.416656494,87
0,0,85.541625977,871
0,0,72.895812988,4
1,12,74.291625977,14
1,17,41.916656494,26
0,0,31.916656494,4
0,0,11.765953064,16
1,25,53.659545898,52
1,15,7.326084137,0
1,11,21.729156494,53
0,0,39.958312988,32
1,60,139.8125,311
0,0,49.020812988,3
1,7,105.64581299,12
0,0,3.3404254913,0
0,0,18.541656494,0
0,0,68.723388672,0
0,0,64.354125977,21
0,0,15.458328247,6
1,49,4.4583320618,0
0,0,3.4130420685,0
0,0,101.41662598,270
0,0,78.708312988,82
0,0,0.7179484367,0
1,13,79.1875,203
0,0,105.9375,5
1,11,22.152160645,9
1,22,129.89575195,447
0,0,53.166656494,3
0,0,57.604156494,0
0,0,71.583312988,3
0,0,14.170211792,0
0,0,128.41662598,126
0,0,24.5625,274
0,0,80.666625977,161
0,0,30.212753296,56
0,0,120.39581299,65
1,9,54.333312988,146
0,0,21.208328247,1
1,14,372.48925781,0
0,0,21.208328247,0
1,9,196.97912598,244
0,0,65.708312988,15
1,20,7.8444442749,0
0,0,19.70211792,8
0,0,41.229156494,35
0,0,15.916664124,1
1,7,55.166656494,2
0,0,12.787231445,2
0,0,18.489349365,12
0,0,23.041656494,130
1,6,38.291656494,2
1,25,81.833312988,115
1,11,7.1666641235,81
0,0,6.3125,1
1,27,3.5833320618,0
1,49,119.45831299,0
0,0,73.595703125,0
0,0,22.1875,6
1,9,67.395812988,9
0,0,1,0
1,30,72.041625977,255
0,0,43.531890869,5
1,9,50.354156494,167
0,0,2,0
0,0,61.434753418,4
0,0,4.6041641235,24
1,19,63.458312988,298
0,0,4.7872314453,1
0,0,20.3125,224
0,0,62.75,181
0,0,3.2708320618,2
0,0,64.702087402,0
1,8,114.625,105
1,11,76.916625977,0
1,10,8.7916641235,10
0,0,88.041625977,0
0,0,6.7659568787,1
1,11,1.0625,0
1,5,32.104156494,17
1,15,9.8936157227,3
1,27,19.425521851,23
0,0,95.125,344
0,0,91.833312988,7
1,6,9.375,35
1,12,3.9782600403,2
1,21,6.1935462952,0
0,0,80.979125977,661
0,0,29.708328247,21
1,48,89.791625977,171
0,0,16.125,18
1,44,125.70831299,472
1,8,3.9111099243,1
0,0,32.326080322,84
1,24,97.375,154
0,0,46.020812988,236
0,0,7.0652160645,4
0,0,16.020828247,3
0,0,35.75,230
1,39,83.041625977,68
1,33,56.083312988,109
0,0,28.282608032,0
1,86,70.458312988,15
0,0,5.7916641235,1
0,0,52.9375,3
1,6,13.199996948,100
0,0,15.191482544,0
1,12,55.354156494,2
0,0,110.08508301,53
0,0,3.9767436981,0
0,0,13.3125,0
1,14,30.416656494,30
0,0,0.7837834358,0
0,0,55.531890869,2
0,0,62.020812988,53
1,5,5.1489334106,0
0,0,11,7
1,35,30.208328247,143
0,0,3.3913040161,0
0,0,7.3191452026,0
1,27,140.7142334,10
1,2,10.541664124,0
1,26,14.395828247,5
0,0,25.957443237,0
1,8,21.4375,6
0,0,1.6086950302,0
1,14,39.145812988,336
0,0,58.229156494,8
0,0,39.6875,5
0,0,50,58
0,0,4.0625,2
0,0,9.5416641235,3
1,3,139.25,240
0,0,15.088882446,0
0,0,2.8125,0
1,7,58.4375,6
1,23,3.7333316803,11
0,0,28.208328247,39
1,44,29.354156494,4
0,0,28.479156494,83
1,24,31.042541504,156
1,46,4.6458320618,4
0,0,1.9791660309,3
1,17,101.5,465
0,0,8.595741272,11
0,0,5.9782600403,16
0,0,100.5,40
0,0,49,6
1,12,25.041656494,30
1,4,47.354156494,1
0,0,43.291656494,0
0,0,43.677398682,101
1,10,50.478240967,59
0,0,20.1875,7
1,7,112.1875,69
0,0,12.1875,0
1,22,24.75,1
1,24,26.1875,6
1,9,93.4375,24
0,0,163.8125,111
1,13,63.916656494,560
1,12,58.833312988,19
1,13,9.75,0
1,27,6.125,2
0,0,68.416625977,4
1,117,155.33325195,174
0,0,74.38293457,0
1,27,7.9791641235,1
1,33,1.951218605,1
1,9,101.97912598,97
1,8,1.6875,51
0,0,124.83331299,518
1,19,30.5625,293
0,0,41.583312988,59
1,73,21.744674683,20
0,0,24.404251099,22
0,0,58.958312988,5
1,16,18.170211792,24
0,0,357.58325195,432
0,0,54.270812988,110
1,9,21.354156494,0
0,0,87.391296387,0
1,11,50.97869873,252
0,0,25.9375,34
1,44,79.1875,115
1,7,6.8297843933,0
1,9,10.583328247,13
0,0,11.6875,10
0,0,5.4666633606,54
1,16,29.5625,32
0,0,13.9375,0
0,0,101.36169434,425
1,10,60.479156494,13
0,0,14.68888855,8
0,0,25.065216064,9
1,4,100.77081299,369
1,10,43.520812988,33
0,0,97.5625,470
0,0,0.1818181276,0
0,0,99.395812988,19
1,5,23.875,16
1,7,8.3333282471,18
1,16,12.625,7
1,11,4.1951217651,0
1,22,4.5135116577,1
0,0,145.08325195,6
0,0,87.375,0
0,0,83.5625,567
0,0,13.854164124,0
1,2,0.8333330154,0
1,30,66.744628906,245
0,0,59.6875,102
1,19,45.354156494,55
1,16,6.6666641235,2
1,9,2.7083320618,0
0,0,11.297866821,6
0,0,6.3541641235,80
0,0,14.1875,0
0,0,9.9148864746,62
1,14,13,6
1,25,20.085098267,91
0,0,0.0833333135,0
1,10,8.0833282471,298
1,29,50.8125,5
0,0,47.4375,115
0,0,16.0625,69
0,0,16.531906128,0
1,18,73.510620117,0
0,0,17.723403931,2
0,0,47.416656494,65
0,0,63.069763184,15
1,19,48.541656494,93
0,0,65.875,8
0,0,62.291656494,325
0,0,56.791656494,16
1,47,14.854164124,1
0,0,149.16662598,241
0,0,24.936157227,53
1,3,18.333328247,112
1,23,4.0625,0
1,8,11.875,1
1,21,37.541656494,165
1,9,7.7872314453,0
1,6,21.979156494,152
1,28,38.541656494,14
0,0,20.58694458,0
1,16,50.1875,1
1,24,22.854156494,15
0,0,74.916625977,0
1,4,28.297866821,66
0,0,7.3125,4
1,12,11.979164124,425
1,12,23.148925781,9
1,46,16,20
0,0,207.20825195,309
0,0,30.166656494,19
0,0,118.10412598,4
0,0,14.125,94
1,18,25.604156494,0
1,14,3.3125,5
0,0,45.1875,0
0,0,35.020812988,147
1,16,50.395812988,44
0,0,48.916656494,9
1,29,9.021270752,0
1,22,12.5625,151
0,0,4.0625,1
0,0,6.2916641235,5
1,11,178.83325195,14
1,47,65.645812988,51
0,0,12.772720337,1
1,6,28.833328247,6
0,0,45.446807861,3
1,25,9.6666641235,3
0,0,76.020812988,116
1,6,166.79162598,1
0,0,1.4468078613,4
0,0,127.33331299,21
1,58,14.333328247,48
0,0,7.5,76
0,0,11.875,10
1,18,9.25,7
0,0,50.875,8
0,0,65.1875,185
1,1,145.25,297
0,0,26.844436646,0
1,43,62.895812988,133
0,0,20.25,0
0,0,56.020812988,0
0,0,8.9791641235,1
1,3,34.936157227,2
0,0,81.666625977,150
1,16,14.152168274,0
1,18,11.333328247,2
1,35,45.125,7
1,8,158.80432129,9
1,14,152.20825195,60
0,0,5.21276474,9
0,0,29.208328247,17
1,12,9.9375,16
1,29,15.979164124,26
0,0,22.9375,0
0,0,10.319145203,20
1,2,46.630432129,3
1,14,2,0
0,0,8.6190414429,0
0,0,42.9375,3
0,0,463.19140625,2
0,0,81.170166016,57
0,0,8.7708282471,8
1,11,36.770812988,1
1,30,9.5625,0
0,0,23.85105896,19
1,21,2.0416660309,0
1,7,14.125,26
0,0,37.17388916,52
0,0,1.625,10
1,7,6.3958320618,3
1,30,46.791656494,91
1,19,5.375,21
1,28,234.47912598,7
0,0,397.10400391,312
0,0,4.042552948,0
0,0,4.25,0
1,16,21.541656494,103
0,0,25.108688354,3
0,0,104.10632324,6
1,6,65.3125,184
0,0,34.958312988,16
1,146,55.375,1087
0,0,22.051269531,0
1,3,43.645812988,9
0,0,20.85105896,16
0,0,20.234039307,0
0,0,70.044433594,0
1,46,146.125,402
1,15,14.104164124,3
1,3,5.3333320618,1
0,0,41.3125,224
1,4,117.27081299,274
1,19,6.326084137,1
0,0,46.916656494,92
0,0,94.583312988,5
0,0,9.6458282471,2
1,2,3.441860199,1
1,18,82.520812988,26
1,11,0.8333330154,0
0,0,240.8125,1
1,50,32.770812988,165
1,38,91.020812988,170
1,72,11.854164124,5
0,0,92.446777344,0
0,0,10.257141113,0
0,0,73.395812988,13
1,7,6.1063804626,5
0,0,83.541625977,4
0,0,42.3125,1
0,0,51.458312988,0
1,28,132.85412598,330
1,7,13.369560242,5
0,0,36.276580811,72
0,0,114.625,502
0,0,6.8333320618,11
0,0,9.5,0
1,6,23.5625,0
0,0,45,4
1,15,33.333312988,0
0,0,28.468078613,0
1,12,37.1875,2
1,13,45.229156494,255
1,13,14.354164124,4
1,26,57.645812988,1
0,0,83.208312988,25
1,17,49.020812988,4
0,0,9.4375,3
1,11,25.083328247,23
1,5,63.5,1
0,0,49.25,4
0,0,60.020812988,88
1,3,161.79162598,105
1,16,0.7333331108,0
0,0,11.291664124,0
0,0,28.583328247,0
0,0,18.021270752,0
1,8,7.1086921692,0
0,0,87.770812988,56
1,11,4.4888877869,0
1,10,33.5,0
1,141,60.791656494,167
1,37,20.583328247,2
0,0,38.936157227,0
0,0,18.395828247,2
0,0,46.708312988,0
1,21,68.145812988,284
0,0,28.041656494,3
0,0,21.645828247,28
0,0,249.70825195,371
0,0,46.25,58
0,0,9.4468078613,0
0,0,119.29162598,165
0,0,5.7916641235,0
1,8,6.8333320618,0
0,0,18.08694458,0
0,0,40.8125,53
0,0,1.8043470383,2
0,0,35.145812988,65
0,0,28.770828247,1
0,0,17.319137573,1
1,8,13.42552948,24
1,32,40.555541992,0
0,0,2.5319137573,0
0,0,87.4375,228
0,0,42.979156494,4
1,77,3.21276474,4
0,0,14.479164124,28
1,25,60.234039307,0
0,0,44.895812988,0
1,15,33.456512451,159
1,11,90.0625,334
1,12,155.4041748,200
0,0,143.97912598,3
1,21,35.125,11
0,0,5.042552948,3
0,0,64.5625,4
0,0,18.957443237,2
0,0,64.541625977,1
1,12,3.9090900421,3
0,0,17.833328247,9
0,0,9.875,207
1,12,5.9583320618,5
0,0,76.125,175
1,39,36.458312988,16
0,0,279.66650391,1599
0,0,2.8571414948,1
1,8,198.48925781,439
1,38,55.625,199
1,16,31.108688354,0
1,24,24.166656494,17
0,0,14.404251099,3
0,0,6.0638275146,3
0,0,9.9545440674,0
0,0,25.255310059,22
0,0,122.91662598,1163
0,0,14.4375,33
1,40,185.78723145,15
0,0,54.25,0
0,0,3.625,2
1,4,126.3125,144
0,0,382.33325195,0
1,8,106.79162598,18
1,46,29.9375,10
0,0,38.272705078,1
1,54,17.3125,0
1,23,70.541625977,306
0,0,35.5625,68
0,0,12.541664124,2
0,0,2.1627902985,0
1,25,110,188
1,9,46.6875,1
1,16,67.895812988,192
0,0,6.6458320618,11
1,7,6.375,11
0,0,2.2291660309,1
0,0,107.25531006,0
0,0,184.55310059,6
1,10,3.9787216187,2
1,17,5.8222198486,0
1,8,45.25,200
1,9,70.166625977,13
0,0,10,7
0,0,69.291625977,139
1,14,10.717384338,1
0,0,15.479164124,12
0,0,10.297866821,0
1,28,16.708328247,5
0,0,7.4749984741,0
1,7,2.4166660309,4
0,0,21.941162109,2
1,11,10.326080322,0
1,54,5.6875,2
0,0,44,0
0,0,6.6875,3
0,0,33.458312988,94
0,0,22.958328247,2
1,8,45.270812988,109
0,0,28.875,0
0,0,51.276580811,0
1,32,14.0625,0
1,30,170.3125,506
0,0,40.895812988,1
0,0,94.333312988,526
0,0,50.319122314,1
1,14,6.9111099243,0
1,17,2.944442749,0
0,0,56.041656494,0
0,0,29.416656494,35
0,0,89.46661377,1
0,0,20.5625,36
1,24,17.6875,65
1,10,55.5,13
0,0,11.170211792,6
0,0,3.2631568909,0
0,0,38.083312988,2
1,16,273.23388672,705
0,0,34.375,64
1,12,28.75,68
1,28,19.191482544,0
1,15,51.25,47
1,11,7.9574432373,0
1,2,38.916656494,3
0,0,91.5625,114
0,0,190.25,9
1,5,28.787231445,200
1,19,99.25,456
0,0,27.375,77
0,0,60.10635376,2
1,15,182.29162598,334
1,33,62.4375,5
0,0,149.75,6
1,9,18.291656494,36
0,0,95.9375,89
1,5,11.934776306,0
0,0,43.604156494,125
0,0,28.708328247,174
0,0,14.333328247,0
1,13,24.729156494,44
1,10,4.5416641235,1
1,11,32.291656494,16
1,14,37.708312988,7
0,0,49.5,13
1,6,39.729156494,138
0,0,18.5,12
1,28,3.878786087,0
0,0,92.9375,4
0,0,2.8541660309,7
0,0,9.8125,23
0,0,30.666656494,3
1,1,87.152160645,443
0,0,4.7749977112,4
1,17,1.25,0
1,16,14.212760925,0
1,11,8.8085098267,0
1,8,38.085083008,23
1,16,46.723388672,8
0,0,2.5833320618,0
0,0,25.458328247,74
1,14,54.5625,279
0,0,24.645828247,2
1,35,2.5744667053,0
1,26,108.20831299,393
1,6,69.375,71
0,0,59.234039307,5
0,0,20.770828247,72
0,0,5.1521720886,2
0,0,24.186035156,0
0,0,124.95831299,3
0,0,165.97912598,379
1,18,13.020828247,428
1,2,16.791656494,3
1,9,36.645812988,2
0,0,2.8571414948,0
0,0,50.041656494,3
0,0,40.604156494,32
1,12,59.666656494,28
0,0,6.7872314453,0
1,2,38.82220459,0
1,15,159.12756348,206
0,0,108.83331299,5
0,0,56.916656494,3
1,11,88.645812988,0
0,0,29.375,10
1,9,94.020812988,53
1,2,4.125,1
0,0,28.145828247,203
0,0,9.5,112
1,47,58.604156494,40
1,12,63.083312988,0
0,0,39,9
1,46,30.533325195,110
1,19,31.1875,1
0,0,32.181793213,6
1,27,3.6666660309,1
1,48,40.625,178
1,24,26.113632202,102
1,15,9.6875,0
0,0,31.4375,7
0,0,10.545448303,1
0,0,90.604125977,17
0,0,23.916656494,7
0,0,89.354125977,15
1,21,61.9375,1
0,0,141.35412598,73
0,0,21.6875,22
1,20,14.234039307,0
0,0,21.454544067,0
1,39,0.1521738768,0
1,17,66.208312988,74
0,0,33.625,20
0,0,14.25,0
1,3,20.583328247,145
1,37,21.212753296,59
0,0,104.5625,63
1,10,1.2380943298,0
0,0,119.625,135
0,0,111.45831299,274
0,0,91.978210449,1
0,0,23.770828247,4
1,4,24.847824097,0
0,0,12.531913757,8
0,0,18.5625,8
0,0,78.583312988,61
1,3,5.4583320618,0
0,0,31.8125,47
1,9,6.6041641235,52
0,0,25.6875,0
0,0,18.25,895
1,27,23.833328247,0
0,0,1.595744133,0
1,11,0.5333333015,0
0,0,35.416656494,3
1,50,62.0625,75
0,0,25.916656494,19
0,0,61.148925781,4
0,0,42.5625,2
1,10,7.6739120483,2
1,3,134.35412598,190
0,0,110.52081299,12
0,0,26.875,132
1,10,23.914886475,1
0,0,59.3125,0
0,0,6.2666664124,0
0,0,11.27658844,1
1,19,24.25,99
0,0,3.7291660309,2
1,10,1.3260860443,0
0,0,65.479125977,194
1,27,1.6363630295,0
1,41,14.212760925,2
1,3,40.595733643,5
1,44,35.5,0
0,0,3.170211792,0
1,4,41.25,119
1,16,22.375,67
0,0,83.510620117,0
0,0,13.478256226,0
0,0,22.3125,3
1,36,10.5625,4
1,9,34.916656494,4
1,14,16.916656494,4
1,8,28.375,13
0,0,128.125,434
0,0,46.333312988,0
1,8,5.7708320618,0
0,0,46.229156494,0
1,8,86.17388916,2
1,12,8.4666595459,0
1,8,157.02075195,94
0,0,10.520828247,21
0,0,38.5,0
1,10,37.458312988,167
1,16,2.191488266,0
0,0,1.2391300201,1
0,0,12.106376648,0
0,0,17.3125,25
0,0,136.70202637,30
0,0,41.520812988,13
0,0,141.72912598,81
1,57,22.634140015,0
1,16,15.75,1
0,0,16.4375,2
1,15,53.041656494,0
1,22,73.895812988,2
1,9,11.833328247,1
1,22,23.1875,1
0,0,34.854156494,8
1,3,1.7999992371,0
0,0,4.153842926,0
1,5,5.6170196533,50
0,0,115,337
1,36,30.479156494,507
0,0,1.6888885498,5
0,0,4.644443512,0
0,0,37.5,59
0,0,25.270828247,2
1,10,27.5,66
0,0,86.708312988,57
1,15,2.7749996185,1
0,0,8.888885498,0
0,0,30.829772949,6
1,9,6,10
0,0,6.0833320618,11
1,8,42.208312988,44
1,10,39.354156494,0
1,14,7.7826080322,50
0,0,72.6875,88
1,22,105.39581299,0
1,8,15.854164124,12
0,0,45.166656494,9
1,6,32.666656494,260
1,11,40.347808838,62
0,0,15.854164124,0
0,0,75.458312988,253
1,25,27.854156494,81
0,0,65.75,169
1,7,2.4249992371,0
1,21,23.25,18
1,6,11.270828247,41
1,11,32.583312988,51
0,0,127.10412598,0
0,0,2.2954540253,0
1,17,29.872329712,1
1,52,205.75,14
0,0,21,12
0,0,1.7446804047,3
1,4,86.125,0
0,0,50.458312988,91
1,28,88.166625977,7
0,0,62.25,135
0,0,125.125,312
0,0,60.895812988,0
0,0,12.916664124,0
1,34,16.166656494,7
0,0,16.625,4
1,31,82.4375,6
1,4,0.8518514633,0
0,0,51.6875,2
1,10,22.1875,9
0,0,11.382972717,0
1,20,63.354156494,62
1,19,7.5208320618,17
1,46,27.375,20
0,0,32.229156494,171
1,20,39.25,10
1,38,10.608688354,65
0,0,7.0833320618,28
1,12,7.5208320618,28
1,15,18.208328247,2
0,0,16.583328247,0
0,0,271.4375,357
0,0,7,1
0,0,4.42552948,0
0,0,10.270828247,0
1,3,20.3125,4
1,31,36,1
0,0,7.5333328247,11
1,11,17.191482544,1
1,10,18.979156494,5
0,0,24.541656494,4
1,16,12.395828247,101
1,10,32.104156494,56
1,7,60.520812988,1
0,0,21.5625,22
0,0,12.255317688,0
1,3,1.7659568787,0
1,17,29.270828247,34
1,67,0.6666665077,1
1,20,16.479156494,313
0,0,9.5833282471,1
0,0,3.2916660309,1
1,22,5.9791641235,1
0,0,1.8333330154,0
1,9,26.787231445,207
1,24,1.3863630295,4
1,18,3.9333324432,1
1,35,15.872337341,7
1,19,75.416625977,143
1,2,89.229125977,1
1,31,5.4468078613,0
0,0,46.020812988,8
1,55,5.0208320618,1
0,0,6.0833320618,4
1,8,39.979156494,49
1,22,63.3125,209
0,0,41.553161621,20
1,20,9.5833282471,1
1,14,9.3076858521,0
1,15,17.145828247,12
1,25,12.361701965,1
0,0,0.2999999523,0
0,0,22.958328247,1
1,19,7.7173881531,0
0,0,12.333328247,59
0,0,44.595733643,284
0,0,71.020812988,10
1,49,153.125,119
1,10,7.3333320618,10
1,18,13.541664124,80
1,11,15.916664124,0
0,0,25.520828247,69
1,13,21.936157227,14
0,0,32.104156494,0
0,0,45.957427979,0
0,0,45.958312988,0
0,0,19.765945435,0
0,0,46.386352539,0
1,2,17.5,46
0,0,89.75,209
0,0,51.875,93
0,0,60.75,19
1,23,14.936164856,0
1,9,7.2708320618,6
1,18,20.977767944,0
0,0,60.770812988,243
1,34,27.510635376,0
1,14,24.333328247,28
0,0,13.930229187,1
1,9,2.5416660309,2
1,20,35.956512451,0
0,0,5.8085098267,0
1,2,95.979125977,4
0,0,6.2916641235,5
1,8,43.936157227,2
1,12,10.239128113,2
0,0,4.25,0
0,0,1.2826080322,0
0,0,60.170196533,42
0,0,23.9375,1
1,18,55.195648193,72
0,0,27.6875,3
1,11,0.2916665077,6
1,15,21.479156494,9
1,3,81.680847168,181
0,0,20.8125,2
0,0,1.8666658401,8
1,11,49.851043701,52
1,48,166.4375,710
0,0,132.8125,393
1,22,0.6666665077,0
1,31,20.255310059,200
1,12,82.425476074,0
1,21,20.145828247,1
1,2,1,0
1,9,2.5384597778,3
1,10,4.5208320618,1
1,30,51.958312988,85
0,0,12.510635376,53
1,19,109,202
1,37,10.979164124,38
0,0,6.5416641235,23
1,61,30.208328247,5
1,8,35.541656494,52
0,0,47.17388916,15
1,4,52.574462891,0
0,0,99.625,675
1,9,20.638290405,0
1,6,17.958328247,29
0,0,8.75,10
1,2,4.0666656494,0
0,0,1.9047613144,2
1,9,9.9782562256,0
0,0,12.354164124,3
