enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
19971031,249,249,7.65,1,1,43,2,0
19971106,249,249,7.5,1,3,33,1,0
19971112,879,100,8.5,4,1,30,1,0
19970915,529.34,264.67,8,5,1,28,2,0
19971018,1248.12,75,17,3,0,16,2,0
19971116,951.52,200,4,4,6,25,2,0
19971126,3442.3,3442.3,6,1,0,0,1,0
19971212,1112.81,200,4,4,3,28,2,0
19971229,486.04,19,4,4,3,30,2,0
19980105,1340.14,250,6,4,0,32,1,0
19980202,1459.21,250,9,4,1,27,1,0
19980214,702.54,50,6.5,4,0,58,1,0
19980320,1998.3,325,6.5,5,1,17,1,0
19980331,561.82,25,6.5,3,0,33,2,0
19980331,1459.21,100,9,4,1,29,2,0
19980408,561.82,25,6.5,1,5,45,2,0
19980425,561.82,75,6.5,3,0,29,2,0
19980430,1242.71,100,15,3,3,31,1,0
19970724,1179,5,5.5,4,1,41,2,0
19970728,1427,500,6,4,0,20,2,0
19970820,929,100,6,4,6,24,2,0
19970828,779,50,6,4,1,26,1,0
19970828,1003,75,17,1,0,29,1,0
19970829,729,119,7,1,1,34,1,0
19970902,729,100,4.5,5,1,39,1,0
19970908,859,25,5.5,4,4,48,1,0
19971013,1129,50,5.5,4,8,26,1,0
19971015,929,50,12,5,0,29,2,0
19971016,1129,50,11,1,1,26,2,0
19971020,1079,100,6,3,6,31,1,0
19970916,879,879,6,1,6,42,1,0
19970921,1328,100,5.5,1,0,56,1,0
19971016,1079,150,5.5,5,3,43,1,0
19971019,1328,100,11,1,0,4,2,0
19971119,1079,1079,6,1,3,30,1,0
19971230,919,60,4,3,0,28,1,0
19980110,1048,60,5.5,1,6,24,2,0
19980110,1048,60,5.5,1,3,18,2,0
19980113,929,50,5.5,5,0,26,2,0
19980120,1104,75,6,5,0,40,1,0
19980121,1128,100,12,5,0,3,1,0
19971111,1079,1079,6,1,0,52,1,0
19971122,1377,100,4,5,0,43,2,0
19971212,979,37,4,5,0,31,2,0
19980103,1079,100,6,5,0,25,2,0
19980117,1079,150,5.5,5,6,24,1,0
19980124,1328,175,5.5,5,0,53,1,0
19980129,1079,250,6,5,1,24,2,0
19980130,1328,209,6,4,0,14,2,0
19980210,499,200,6,5,1,26,2,0
19980315,949,50,6,5,3,25,2,0
19970728,729,365,6,1,3,49,2,0
19970802,729,100,4.5,4,0,36,2,0
19970822,1029,19,4,4,6,30,2,0
19970828,779,50,12,4,0,59,2,0
19970831,829,19,4,4,0,22,2,0
19970904,859,1,5.5,1,0,26,2,0
19970909,1129,50,5.5,1,4,28,1,0
19970911,149,149,13,1,0,22,1,0
19970911,1328,175,5.5,4,1,48,2,0
19970912,249,249,17,1,3,30,2,0
19970922,782.99,1,5.5,1,3,28,2,0
19980201,1348,150,9,4,0,39,2,0
19980217,1258,150,6,5,1,25,1,0
19980306,798.99,150,6,3,1,33,1,0
19980302,1258,150,9,3,3,27,2,0
19980312,719,30,6,4,0,35,1,0
19980513,1258,250,6,3,3,50,2,0
19980518,1258,150,6,3,1,31,2,0
19980522,1422,75,15,4,0,51,1,0
19980527,1258,150,14,5,4,29,2,0
19980613,719,5,6,5,6,22,1,0
19980707,874,75,15,5,1,25,1,0
19970915,1128,175,8.5,3,3,32,1,0
19971010,599,26,8.5,1,4,20,1,0
19971014,1328,564,9,5,7,30,1,0
19971021,149,149,14,1,6,30,1,0
19971026,149,149,18.7,1,5,25,1,0
19971030,1079,250,10,5,5,37,1,0
19971104,1079,250,10,4,0,0,1,0
19971120,449,19,4,5,0,22,1,0
19971129,1129,50,10,4,0,31,2,0
19971201,879,100,8.5,3,0,24,2,0
19971203,429,100,8.5,3,0,49,1,0
19971206,489,50,8.5,1,1,20,1,0
19971214,1107,75,10,1,6,34,1,0
19971222,1079,100,10,4,0,30,1,0
19971228,1028,125,8.5,1,7,42,1,0
19971229,829,50,8.5,1,1,28,1,0
19980107,1128,1128,8.5,1,0,39,1,0
19980114,879,100,8.5,5,1,47,2,0
19980115,1666,300,10.5,5,1,0,1,0
19980205,1328,100,10,1,1,0,2,0
19971014,949,50,12,4,0,29,2,0
19971210,1073,75,4,4,0,45,1,0
19971230,784,75,4,5,3,28,1,0
19980110,941.8,30,22,3,0,0,2,0
19980110,941.8,30,5.5,4,1,0,1,0
19980125,999,150,5.5,5,3,23,2,0
19980130,799,100,9,4,1,21,2,0
19980205,1248,1248,9,1,0,0,2,0
19980209,526.15,5,6,3,0,34,1,0
19980310,999,250,3,4,0,24,2,0
19980312,1148,100,3,3,0,0,1,0
19980327,619,27,6,1,1,25,2,0
19980424,1746,80,6,1,0,42,1,0
19980529,849.15,75,15,1,3,0,2,0
19980604,.01,.01,0,1,0,54,1,0
19970828,449,38,4,3,6,26,1,0
19970914,599,25,4,1,1,27,1,0
19970928,599,25,4,4,7,31,1,0
19971014,599,5,5.5,4,6,29,1,0
19971016,1128,200,8.5,3,0,22,1,0
19971206,1406,100,4,4,1,3,2,0
19980103,734,75,17,4,1,30,2,0
19980128,929,50,5.5,4,3,38,1,0
19970713,149,149,10.5,1,3,70,1,0
19970730,799,50,12,4,0,35,2,0
19970802,1098,50,4,1,0,26,2,0
19970807,149,149,12,1,0,23,1,0
19970909,809,50,2.75,1,0,19,2,0
19970909,759,100,2.75,1,7,58,2,0
19970909,809,50,2.75,4,0,24,2,0
19970914,899,150,2.75,5,0,25,2,0
19970718,776.39,776.39,6,1,0,36,1,0
19970721,403.63,403.63,10,1,1,3,2,0
19970727,776.39,100,9,4,1,31,1,0
19970731,776.39,100,9,5,3,20,1,0
19970801,829.64,50,4.25,5,2,36,1,0
19970807,478.19,38,4.25,4,0,38,1,0
19970810,882.89,19,4.25,5,1,39,2,0
19970820,776.39,100,9,4,1,20,2,0
19970822,1189.59,1189.59,6,1,0,3,1,0
19970901,1254.57,125,5.5,1,0,61,2,0
19970903,520.79,520.79,8,1,0,36,2,0
19970908,1201.32,275,5.5,5,1,37,2,0
19970926,936.14,100,5.5,4,1,27,1,0
19970928,1149.14,151,5.5,1,0,21,1,0
19971008,1149.14,250,5.5,4,0,44,2,0
19971011,1414.32,1414.32,6,1,3,49,2,0
19971024,265.19,265.19,14.52,1,0,46,1,0
19971029,1269.47,30,5.5,5,6,34,2,0
19971121,1041.57,40,4,4,6,29,1,0
19971118,936.14,100,14,3,0,27,1,0
19971126,520.79,19,4,4,3,29,2,0
19971210,478.19,25,4.25,5,4,21,2,0
19971216,882.89,50,4,4,1,37,2,0
19971218,829.64,100,9,4,0,30,2,0
19971111,1253.49,1253.49,6,1,5,3,2,0
19971231,478.19,20,4.25,4,0,44,2,0
19980116,1318.47,150,6,5,0,23,2,0
19980207,1276.94,5,6,3,0,21,1,0
19980303,531.44,5,6,4,0,2,2,0
19980317,593.19,50,6,5,1,20,1,0
19980323,1339.77,150,6,4,0,25,1,0
19980810,1021.32,100,9,5,1,25,2,0
19970822,609,250,6,4,0,38,2,0
19970827,1178,100,9,4,1,24,2,0
19970829,729,729,7,1,0,50,1,0
19970924,489,250,8,1,0,28,1,0
19971004,1577,1577,9,1,1,37,2,0
19971023,1128,1128,9.5,1,1,48,1,0
19971028,1079,150,10,5,4,54,1,0
19971110,1079,150,10,5,0,40,1,0
19971112,859,35,8.5,1,5,20,1,0
19971119,1328,275,10,5,0,30,1,0
19971123,1328,175,10,5,0,27,1,0
19971124,1328,150,10,4,0,26,1,0
19971201,2075,150,10,4,0,22,2,0
19971227,429,100,8.5,1,0,19,1,0
19971228,489,75,8.5,4,0,39,1,0
19970731,1115.92,50,0,5,1,26,1,0
19970813,758.16,250,4,5,2,22,1,0
19970827,966.16,100,6,4,7,34,2,0
19970905,1122.16,600,6,5,8,48,1,0
19970910,1122.16,100,5.5,4,5,30,2,0
19970912,1122.16,100,5.5,1,3,30,1,0
19970916,814.31,200,5.5,4,6,22,2,0
19971016,1226.16,400,6,5,0,25,1,0
19971018,1018.16,250,9,5,7,33,1,0
19971021,1226.16,20,5.5,3,0,29,1,0
19971215,474.82,38,4,5,1,34,1,0
19980208,1761.8,300,6,1,0,27,2,0
19980211,654.59,5,24,4,1,24,2,0
19980224,977.13,75,20,1,4,23,2,0
19980331,1688.83,175,9,5,0,43,2,0
19980508,1182.27,150,9,5,8,27,2,0
19980527,1330.34,150,6,5,0,28,1,0
19980603,977.13,75,12.5,3,1,26,2,0
19970731,1427,250,9,4,6,0,1,0
19970807,1178,100,9,4,7,29,1,0
19970817,1178,100,9,4,4,42,1,0
19970819,1029,19,9,3,0,30,2,0
19970825,979,50,9,1,1,36,2,0
19970915,859,25,8.5,1,3,46,2,0
19971019,879,879,8.5,1,0,35,1,0
19971029,1079,100,10,4,0,0,1,0
19970718,373.43,373.43,10,1,2,30,2,0
19970724,266.43,266.43,29,1,0,27,1,0
19970801,212.93,212.93,33,1,7,39,1,0
19970806,459.03,150,34,1,5,37,2,0
19970811,212.93,212.93,33,1,6,39,1,0
19970811,459.03,40,38,1,0,21,2,0
19970816,459.03,150,34,1,0,36,1,0
19970818,426.93,50,18,1,0,33,1,0
19970823,212.93,212.93,33,1,0,39,2,0
19970827,426.93,100,16,4,0,25,2,0
19970829,560.68,150,23.5,1,0,29,2,0
19970830,459.03,200,17,1,6,30,1,0
19970901,560.68,150,23.5,5,0,57,1,0
19970902,459.03,459.03,15,1,0,29,1,0
19970806,1037.99,1037.99,6,1,6,32,2,0
19970814,1029,20,4,1,1,23,2,0
19970820,489,489,8,1,1,31,2,0
19970822,1037.99,1037.99,6,1,1,3,2,0
19970824,1178,1178,6,1,0,4,2,0
19970825,1178,100,6,5,4,28,2,0
19970903,599,25,4,1,3,22,1,0
19970913,1079,100,5.5,4,0,42,1,0
19970918,1128,1128,6,1,5,46,2,0
19970921,1328,250,5.5,5,3,42,1,0
19970927,1128,125,5.5,1,3,49,2,0
19971002,2358,10,5.5,5,0,23,2,0
19971009,1079,250,5.5,4,0,26,2,0
19970729,709,20,4,1,1,34,1,0
19970729,389,19,4,4,1,35,2,0
19970729,998,100,12,4,0,26,2,0
19970801,1173,75,4,4,0,29,1,0
19970811,659,50,4,5,3,27,1,0
19970814,709,19,4,4,0,40,2,0
19970819,449,50,4,1,1,70,2,0
19970819,449,20,4,4,1,25,2,0
19970830,1247,101,8.5,4,6,18,2,0
19970909,899,100,2.75,4,0,23,2,0
19970909,949,50,2.75,1,0,21,1,0
19970914,1148,175,2.75,1,0,43,2,0
19970919,799,799,4.5,1,0,27,1,0
19970924,899,100,4.5,4,0,25,1,0
19971005,799,799,6,1,0,46,1,0
19971015,599,5,5.5,3,7,42,2,0
19971103,429,429,10,1,0,47,2,0
19970728,729,250,7,5,6,41,1,0
19970729,1908,150,9,5,7,29,1,0
19970801,449,19,4,1,2,26,2,0
19970810,659,50,6,4,0,21,2,0
19970811,449,19,4,1,0,0,2,0
19970819,449,19,4,4,1,38,2,0
19970821,929,250,9,5,3,28,2,0
19970826,979,50,9,4,1,24,1,0
19970828,979,50,9,5,0,26,2,0
19970828,979,50,9,5,6,27,2,0
19970829,599,1,6,5,0,27,1,0
19970908,599,25,6,4,0,34,1,0
19970922,599,100,6,5,1,28,1,0
19970816,212.93,212.93,33,1,1,28,2,0
19970826,426.92,150,12,5,5,56,1,0
19970830,426.92,150,12,5,5,65,2,0
19970903,426.93,426.93,13.2,1,1,39,1,0
19970910,811.06,75,38,1,0,45,2,0
19970919,459.03,459.03,30,1,0,33,2,0
19970922,459.03,40,38,1,0,47,2,0
19970923,426.93,38.06,21,5,6,28,2,0
19970925,459.03,459.03,30,1,0,36,2,0
19970926,426.93,426.93,13.2,1,4,45,2,0
19970927,459.03,459.03,30,1,0,40,2,0
19971005,459.03,150,34,1,6,25,2,0
19971007,212.93,212.93,33,1,5,38,1,0
19971008,426.93,426.93,13.2,1,3,29,1,0
19970805,699,50,4,1,4,34,1,0
19970811,958,50,4,4,0,28,2,0
19970903,799,100,2.75,5,5,28,1,0
19970903,499,499,8,1,2,19,1,0
19970906,149,149,12,1,4,28,2,0
19970916,673,673,8,1,5,37,2,0
19971006,149,149,15.97,1,1,34,1,0
19971013,599,5,5.5,5,0,18,2,0
19971013,539,50,5.5,5,3,39,2,0
19971014,429,429,10,1,3,27,1,0
19971025,899,100,5.5,3,0,22,2,0
19971113,449,19,4,5,0,0,1,0
19971201,149,149,14.52,1,7,27,1,0
19970917,465.43,75,14,1,5,21,1,0
19971018,465.43,100,14,4,0,37,2,0
19971020,517.03,5,16,1,0,33,2,0
19971115,465.43,150,14,3,0,27,1,0
19971121,797.74,75,24,1,0,45,2,0
19971212,362.23,38,21,1,0,22,1,0
19971222,277.61,25,19,4,0,23,1,0
19971229,469.56,469.56,35,1,0,66,1,0
19971231,362.23,362.23,15.4,1,4,42,2,0
19970701,709,5,4,4,3,24,2,0
19970702,1048,1048,3,1,0,24,2,0
19970706,449,19,4,5,1,32,1,0
19970709,1768,1768,5.5,1,1,0,1,0
19970718,149,149,12,1,0,46,1,0
19970719,749,45,4,1,5,20,1,0
19970720,999,200,4,4,5,26,2,0
19970722,659,50,4,1,0,27,2,0
19970726,849,30,17,1,4,31,1,0
19970730,849,20,4,4,0,24,1,0
19970730,449,38,4,1,0,41,2,0
19970731,449,38,4,1,0,38,2,0
19970731,799,50,17,4,6,40,2,0
19970801,659,50,4,5,0,31,1,0
19970802,849,5,4,3,6,26,1,0
19970818,998,125,9,5,4,46,2,0
19970826,899,150,6,4,1,32,2,0
19970910,799,399.5,4.5,4,0,49,2,0
19970909,1397,200,2.75,3,0,20,1,0
19970920,859,5,2.75,4,2,44,2,0
19971022,899,100,5.5,4,0,21,1,0
19971024,784,75,5.5,5,1,28,2,0
19971106,1397,175,14,1,0,0,1,0
19971201,499,499,5.5,3,5,40,1,0
19971112,499,19,4,4,6,62,2,0
19971117,1328,175,4,5,6,42,1,0
19971219,1138,150,6,5,5,25,1,0
19971230,1238,150,4,4,0,27,1,0
19971230,1179,19,4,5,5,22,1,0
19980130,2075,2075,6,1,1,2,2,0
19980131,489,489,6,1,1,17,1,0
19980204,1258,250,6,4,0,34,2,0
19980225,1666,300,9,3,1,4,2,0
19980305,1099,150,6,5,3,47,2,0
19980313,1099,250,6,5,1,28,2,0
19980319,519,50,6,4,1,25,2,0
19980410,519,25,6,1,0,45,2,0
19970708,609,609,5.5,1,0,33,2,0
19970709,649,649,3,1,7,25,1,0
19970722,449,19,4,4,0,45,2,0
19970727,1148,100,6,5,0,35,1,0
19970729,449,19,21,4,3,37,1,0
19970730,1173,75,6,4,0,33,2,0
19970731,649,100,14,1,0,30,2,0
19971018,520.79,520.79,8,1,6,44,2,0
19971125,520.79,51,4.25,1,0,39,2,0
19971130,456.89,456.89,4.25,1,0,3,2,0
19971215,531.44,30,4,1,0,41,1,0
19971230,158.69,158.69,5.25,1,6,55,1,0
19980111,936.14,100,9,5,4,45,2,0
19980120,1042.64,5,5.5,1,1,22,2,0
19980126,1679.51,200,5.5,3,0,32,2,0
19980131,962.76,75,5.5,3,0,4,1,0
19980213,1700.81,155,6,4,1,22,2,0
19980225,1435.62,100,9,5,1,29,1,0
19980227,531.44,531.44,6,5,6,26,1,0
19980314,936.14,36,6,1,8,25,1,0
19980317,552.74,25,6,1,0,18,1,0
19980319,552.74,20,6,5,3,40,2,0
19970721,899,100,4,4,0,42,2,0
19970725,899,200,6,4,1,38,1,0
19970803,899,150,4,5,0,27,1,0
19970808,772,150,4,4,0,35,1,0
19970821,449,100,4,1,0,42,1,0
19970826,449,20,4,1,1,22,1,0
19970821,899,100,11,1,0,23,2,0
19970828,749,150,14,4,0,32,2,0
19970902,774,75,8.5,1,5,34,1,0
19970908,1148,150,2.75,5,5,24,1,0
19970815,709,19,6,1,1,20,2,0
19970827,449,449,16.5,1,0,27,1,0
19970905,979,100,8.5,1,0,27,2,0
19970917,1577,200,10,4,0,34,2,0
19970921,599,1,6,1,3,25,1,0
19970924,779,389.5,8.5,5,1,28,2,0
19970929,599,1,6,5,0,29,1,0
19971013,1353,75,10,1,3,17,1,0
19971021,879,100,8.5,5,0,30,1,0
19971025,599,50,8.5,3,1,37,2,0
19971029,1129,50,10,5,2,32,1,0
19971031,1079,150,10,4,2,27,2,0
19971105,782.99,50,8.5,5,1,25,1,0
19971106,829,50,7.5,1,6,23,1,0
19971115,449,50,4,4,0,39,1,0
19970704,1646,325,4,4,0,46,2,0
19970708,899,150,4,3,0,31,2,0
19970708,749,749,3,1,6,26,1,0
19970717,858,175,4,5,0,32,2,0
19970719,899,100,4,4,0,47,1,0
19970722,649,649,6,1,0,44,1,0
19970722,449,19,4,1,5,19,1,0
19970728,949,50,11,5,0,21,1,0
19970730,449,449,26,1,4,46,2,0
19970730,1397,100,6,4,1,28,2,0
19971015,781,300,9,4,6,21,1,0
19971021,1153,75,17,3,0,46,2,0
19971031,781,781,8,1,5,53,2,0
19971112,449,19,4,5,0,28,1,0
19971113,1079,100,4,3,4,28,2,0
19980103,1104,75,6,5,4,24,2,0
19980113,1238,150,5.5,4,1,26,1,0
19980129,599,0,5.5,4,1,27,1,0
19980213,249,249,15,1,0,26,2,0
19980306,899,100,17,3,4,37,1,0
19970711,609,609,11,1,5,40,1,0
19970724,1422,75,4,4,0,27,1,0
19970728,598.99,598.99,6,1,0,48,2,0
19970730,749,400,6,4,0,47,1,0
19970804,1297,300,4,5,0,47,1,0
19970806,998,150,4,1,3,58,1,0
19970811,709,20,4,3,0,27,2,0
19970804,776.39,100,4.25,4,0,23,2,0
19970815,776.39,100,9,1,0,34,2,0
19970815,776.39,100,14,4,6,42,1,0
19970825,1571.94,1571.94,6,1,3,19,2,0
19970826,776.39,100,14,1,4,44,1,0
19970829,1068.2,75,6,1,0,49,2,0
19970905,520.79,520.79,8,1,0,31,2,0
19970917,456.89,456.89,10,1,3,28,2,0
19971002,637.94,33,5.5,4,4,35,1,0
19971030,637.94,5,5.5,4,5,52,1,0
19970803,1481,95,4,4,0,36,2,0
19970805,449,19,4,1,0,37,2,0
19970810,609,304.5,11,1,0,24,2,0
19970813,929,150,4,3,1,24,2,0
19970826,1028,50,12,4,0,38,2,0
19970906,1128,100,5.5,1,0,46,2,0
19970930,699,1,5.5,4,0,24,2,0
19980308,1081.42,40,6.5,5,0,25,2,0
19980310,1577.19,300,6.5,4,0,0,1,0
19980709,540.17,540.17,15.4,1,4,31,1,0
19980824,269.54,269.54,12,1,5,0,1,0
19981103,1027.29,150,14,5,5,33,2,0
19981116,1297.92,20,8,3,0,38,2,0
19990129,1567.46,100,23,3,0,0,2,0
19990211,1108.48,5,8,3,1,20,2,0
19990308,810.79,26,8.66,5,4,27,2,0
19990322,1324.98,150,8,5,6,26,1,0
19970724,1043.12,75,12,4,1,20,2,0
19970731,862.16,20,4,1,3,38,1,0
19970812,685.36,50,4,1,6,25,1,0
19970823,966.16,966.16,6,1,4,41,2,0
19970901,810.16,50,8.5,1,1,24,2,0
19970902,1225.12,200,3,4,3,40,2,0
19970912,1173.12,586.56,5.5,5,1,31,2,0
19970913,1173.12,100,5.5,4,0,42,1,0
19970915,966.16,50,5.5,5,1,25,1,0
19970917,1122.16,100,5.5,1,6,28,1,0
19970813,776.39,100,4.25,5,0,34,2,0
19970814,776.39,600,6,1,0,39,1,0
19970817,776.39,776.39,6,1,5,29,1,0
19970820,478.19,19,4.25,5,0,60,2,0
19970913,1201.32,200,5.5,4,0,36,1,0
19970918,936.14,150,5.5,1,0,24,1,0
19970919,936.14,150,5.5,1,0,33,2,0
19971004,936.14,100,5.5,5,3,50,1,0
19971009,936.14,100,5.5,1,0,41,1,0
19971010,1201.32,125,5.5,5,0,20,1,0
19971014,265.19,265.19,10.5,1,7,27,1,0
19971016,1944.69,125,11,1,4,27,1,0
19971018,1731.69,1731.69,6,1,0,3,2,0
19971021,936.14,100,14,1,1,27,1,0
19971022,1149.14,100,5.5,4,1,33,2,0
19971026,1201.32,100,5.5,4,1,23,1,0
19970912,979,39,8.5,1,0,30,1,0
19970913,1377,200,8.5,1,0,0,2,0
19970915,779,779,8.5,1,0,30,1,0
19970916,1128,100,8.5,1,1,34,1,0
19971005,929,50,8.5,1,0,43,1,0
19971021,1129,50,10,4,0,29,1,0
19971103,1377,150,8.5,4,0,43,1,0
19971104,929,50,8.5,4,6,28,1,0
19971106,449,20,26,1,6,25,1,0
19971201,929,50,8.5,1,1,49,2,0
19971206,599,25,8.5,1,0,19,1,0
19971208,449,112.25,4,4,0,48,2,0
19971211,489,150,8.5,1,6,34,2,0
19971222,979,100,10,4,0,48,2,0
19980107,240,20,0,1,0,32,2,0
19971008,636.44,5,5.5,5,8,40,1,0
19971019,933.94,100,9,4,6,45,1,0
19971025,1146.44,250,5.5,5,0,30,2,0
19971106,1251.63,275,4.25,5,6,43,1,0
19971217,1093.31,50,4,4,0,29,1,0
19980103,960.5,75,5.5,5,4,27,1,0
19980122,636.44,5,5.5,4,5,26,2,0
19980126,636.44,28,5.5,1,3,30,2,0
19980316,530.19,530.19,6,1,0,35,2,0
19980325,1167.69,200,6,4,1,21,1,0
19980328,955.19,100,12,4,1,26,2,0
19970723,758.16,250,4,1,0,33,1,0
19970724,758.16,100,14,1,0,25,2,0
19970725,737.36,19,4,1,0,21,2,0
19970725,810.16,50,17,1,0,24,2,0
19970726,1743.04,300,11,1,1,3,2,0
19970726,1743.04,300,11,1,5,3,1,0
19970728,758.16,758.16,6,1,0,31,1,0
19970729,1276.08,1276.08,6,1,1,20,1,0
19970810,508.56,508.56,9,1,0,28,2,0
19970812,1225.12,1225.12,6,1,3,3,1,0
19970820,737.36,40,4,1,1,44,2,0
19970823,1018.16,50,11,5,6,31,1,0
19970825,2002,300,11,1,2,53,2,0
19970831,1276.08,1276.08,3,1,0,29,2,0
19970903,1122.16,1122.16,6,1,0,35,1,0
19970906,1277.12,200,5.5,3,0,73,2,0
19970915,1122.16,150,11,3,0,39,1,0
19971104,949,20,14,1,1,53,1,0
19980115,1098,250,4,4,5,53,1,0
19980119,949,150,6,5,4,27,1,0
19980129,1098,250,6,5,1,58,2,0
19971027,1473.39,300,5.89,4,7,57,1,0
19971112,992.95,992.95,4,5,1,30,1,0
19971113,418.58,418.58,4,1,1,3,2,0
19971202,750.06,50,12,4,0,44,1,0
19971213,750.06,100,4,5,6,30,1,0
19971216,480.43,19,4,4,6,34,1,0
19980117,1129.42,50,5.5,4,0,31,2,0
19980130,855.76,25,12,5,1,23,1,0
19980218,660.78,35,6,4,0,47,1,0
19980221,427.01,427.01,11,1,3,2,2,0
19970917,518.34,259.17,8,4,1,17,2,0
19971021,1093.91,125,9,5,0,3,2,0
19971103,157.94,157.94,17,1,6,26,1,0
19971104,475.94,475.94,16.5,1,2,69,2,0
19971107,772.74,100,4,5,6,33,1,0
19971108,1036.68,150,4.25,5,0,25,1,0
19971122,518.34,518.34,4,1,7,47,2,0
19971124,1195.68,125,4,4,3,30,1,0
19971129,1089.68,125,14,3,3,26,1,0
19971205,475.94,100,4,3,0,24,1,0
19971206,475.94,38,4.25,1,6,49,2,0
19980106,931.74,100,9,5,0,48,1,0
19980113,1195.68,125,5.5,3,1,30,2,0
19971114,1037.49,100,14,1,1,26,1,0
19971229,1439.15,325,4.25,4,0,29,2,0
19980115,1808.99,100,5.83,5,0,0,2,0
19980202,1651.09,30,5.83,4,1,0,1,0
19980303,1566.32,100,9,4,0,24,1,0
19980329,1302.44,1302.44,9,1,0,55,1,0
19980409,1302.44,100,14,3,1,20,2,0
19980420,634.79,634.79,6.36,4,1,34,2,0
19980521,1460.34,150,9,3,0,37,2,0
19980602,1280.18,100,4.5,4,1,68,2,0
19980610,1372.37,275,5.93,4,4,27,1,0
19980623,157.91,157.91,74.66,1,4,20,2,0
19980728,1517.56,100,9,5,0,29,2,0
19980730,1253.68,100,9,4,1,27,1,0
19970819,1390.96,75,6,4,0,30,1,0
19970825,1151.83,50,11,3,1,23,1,0
19970826,783.55,50,4,3,0,47,1,0
19970831,1088.85,250,3,5,6,37,1,0
19970903,1125.15,75,3,5,4,40,1,0
19970912,1290.61,200,2.75,1,0,29,1,0
19970915,1609.79,50,2.75,5,3,24,2,0
19970921,1290.61,150,2.75,5,3,44,2,0
19970922,1290.61,100,2.75,3,6,27,1,0
19970925,969.29,51,2.75,5,0,33,2,0
19970929,575.38,575.38,8,1,0,51,2,0
19971008,1046.31,100,5.5,4,6,26,1,0
19971020,1292.12,150,6,4,1,38,1,0
19971021,922.32,922.32,6,1,0,45,1,0
19971105,634.84,100,4,1,0,27,2,0
19971111,966.15,50,4,5,3,0,1,0
19971121,821.87,100,4,4,5,37,2,0
19970806,1001,100,4,1,3,23,1,0
19970810,1269.3,1269.3,6,1,5,60,1,0
19970810,1269.3,1269.3,6,1,2,20,1,0
19970819,483.8,20,21,4,4,23,2,0
19970822,1296.24,75,11,1,6,34,1,0
19970822,1269.3,100,6,4,1,28,1,0
19970827,1269.3,100,6,4,1,30,1,0
19970828,1537.6,125,6,4,0,47,2,0
19970830,1322.1,125,8.5,3,4,73,2,0
19970912,1216.5,50,5.5,4,1,25,2,0
19970913,1967.52,200,5.5,4,1,19,1,0
19971012,1270.38,5,5.5,1,1,24,1,0
19971101,1699.22,250,6,4,0,16,1,0
19971109,1001,1001,6,1,6,50,2,0
19971208,1333.95,150,6,4,0,21,2,0
19971211,1162.63,25,11,1,1,37,2,0
19971215,947.13,947.13,6,1,2,29,1,0
19971228,1644.27,100,4,1,1,30,2,0
19980102,645.43,25,5.5,4,4,51,1,0
19980105,1430.92,100,6,3,0,21,1,0
19980106,1430.92,100,11,1,3,15,1,0
19970928,782.99,782.99,6,1,0,37,2,0
19971106,929,100,4,4,4,53,2,0
19971208,1328,275,4,5,1,23,2,0
19971216,489,100,4,4,0,29,1,0
19980117,1104,75,6,5,0,30,1,0
19971003,1090.49,50,5.83,4,0,27,1,0
19971105,1090.49,150,4.25,4,0,19,1,0
19971119,1301.37,250,4.25,5,0,46,1,0
19971124,1808.99,200,4.25,4,0,0,1,0
19971125,1545.12,200,4.25,4,4,27,2,0
19971126,1334.22,50,3,4,1,30,2,0
19971126,914.55,50,17,1,7,31,1,0
19971128,1281.24,200,6,5,0,25,2,0
19971201,523.52,19,4.25,4,4,28,1,0
19971216,523.52,523.52,.35,1,6,47,1,0
19971217,263.88,263.88,6,1,0,29,1,0
19971230,1966.9,200,11,1,1,0,1,0
19980130,1439.15,150,6,4,1,29,2,0
19980131,1037.49,100,14,1,1,29,1,0
19980203,1302.44,150,9,4,3,27,1,0
19970828,799,50,17,1,0,23,1,0
19970910,999,5,7,4,0,28,2,0
19970928,859,5,2.75,3,0,27,2,0
19970929,799,150,2.75,1,0,24,2,0
19970930,1148,1148,4.5,1,0,52,2,0
19971021,599,5,5.5,4,1,21,1,0
19971128,499,499,6,1,3,34,2,0
19971220,899,5,4,1,3,0,1,0
19971010,645.43,5,5.5,4,0,18,2,0
19971011,268.3,268.3,6,1,4,28,2,0
19971217,1430.92,125,4,5,0,30,2,0
19971217,483.8,20,4,4,5,42,1,0
19971220,645.43,24,4,1,1,27,1,0
19980104,268.3,268.3,13.2,1,0,0,2,0
19980112,871.7,50,5.5,4,0,32,2,0
19980121,1538.67,30,5.5,4,3,30,1,0
19980204,2257.37,105,6,3,0,0,2,0
19980211,591.55,591.55,0,1,0,0,1,0
19980224,1355.5,150,9,5,6,43,1,0
19980311,1452.47,1452.47,9,1,0,0,2,0
19980316,699.3,19,6,4,1,24,1,0
19970919,648.42,1,4,3,1,22,2,0
19970922,1199.41,26,5.5,4,1,35,2,0
19971013,2390.16,150,5.5,4,0,25,2,0
19971117,972.09,40,4,3,1,29,2,0
19971209,897.39,50,4,4,4,26,2,0
19980110,1059.77,0,5.5,5,7,28,2,0
19980214,702.54,300,6.5,4,7,40,2,0
19980414,973.17,100,12,4,1,29,1,0
